"feature_id","unique_slug","title","category","subcategory","primary_user","secondary_user","real_world_problem","user_story","detailed_behavior","reason_users_value_it","reason_users_return","reason_it_is_different","safety_impact","accessibility_impact","privacy_impact","monetization_relationship","free_or_paid","platform_scope","swift_path","flutter_path","backend_tables","rpc_edge_function","storage_requirement","analytics_requirement","notification_requirement","moderation_requirement","legal_review_requirement","dependencies","estimated_effort","expected_impact","retention_score","safety_score","accessibility_score","growth_score","revenue_score","differentiation_score","complexity_score","risk_score","implementation_priority","implementation_status","verification_evidence","test_status","Mac_required","iPhone_required","manual_dashboard_required","reason_deferred","implementation_wave","evidence_checks"
"MORT-F-0879","financial-experience-cash-app-preference-participant-timeline","Cash App preference participant timeline","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For cash app preference, Participants need to know what happened and what comes next.","As a teen, adult, I want cash app preference participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed cash app preference changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","5","3","2","2","1","5","2","4","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0880","financial-experience-cash-app-preference-idempotent-recovery","Cash App preference idempotent recovery","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For cash app preference, Retries, cancellations, and concurrent actions can split state.","As a teen, adult, I want cash app preference idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes cash app preference safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","4","2","1","4","4","4","54","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0881","financial-experience-square-invoice-preference-structured-input","Square invoice preference structured input","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For square invoice preference, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, adult, I want square invoice preference structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for square invoice preference with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","3","2","1","4","4","2","52","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0882","financial-experience-square-invoice-preference-server-guardrail","Square invoice preference server-enforced guardrail","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For square invoice preference, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, adult, I want square invoice preference server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for square invoice preference on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","2","4","4","2","5","2","4","59","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0883","financial-experience-square-invoice-preference-explainable-decision","Square invoice preference explainable decision support","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For square invoice preference, Opaque ranking or decisions make people distrust the marketplace.","As a teen, adult, I want square invoice preference explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind square invoice preference while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","4","2","2","5","4","4","59","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0884","financial-experience-square-invoice-preference-participant-timeline","Square invoice preference participant timeline","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For square invoice preference, Participants need to know what happened and what comes next.","As a teen, adult, I want square invoice preference participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed square invoice preference changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","3","2","3","4","3","3","3","3","50","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0885","financial-experience-square-invoice-preference-idempotent-recovery","Square invoice preference idempotent recovery","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For square invoice preference, Retries, cancellations, and concurrent actions can split state.","As a teen, adult, I want square invoice preference idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes square invoice preference safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","3","3","4","3","3","5","4","2","62","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0886","financial-experience-flexible-payment-preference-structured-input","Flexible payment preference structured input","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For flexible payment preference, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, adult, I want flexible payment preference structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for flexible payment preference with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","5","4","3","2","2","4","4","2","63","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0887","financial-experience-flexible-payment-preference-server-guardrail","Flexible payment preference server-enforced guardrail","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For flexible payment preference, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, adult, I want flexible payment preference server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for flexible payment preference on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","3","4","3","1","5","3","3","63","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0888","financial-experience-flexible-payment-preference-explainable-decision","Flexible payment preference explainable decision support","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For flexible payment preference, Opaque ranking or decisions make people distrust the marketplace.","As a teen, adult, I want flexible payment preference explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind flexible payment preference while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","4","2","4","4","2","3","2","2","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0889","financial-experience-flexible-payment-preference-participant-timeline","Flexible payment preference participant timeline","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For flexible payment preference, Participants need to know what happened and what comes next.","As a teen, adult, I want flexible payment preference participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed flexible payment preference changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","3","4","3","3","1","5","4","4","58","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0890","financial-experience-flexible-payment-preference-idempotent-recovery","Flexible payment preference idempotent recovery","Payment preferences, records, disputes, and financial education","preference","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For flexible payment preference, Retries, cancellations, and concurrent actions can split state.","As a teen, adult, I want flexible payment preference idempotent recovery so I can get a trustworthy outcome without unsafe workarounds.","Makes flexible payment preference safe to retry, rejects stale transitions, and preserves valid user input.","It keeps real work moving during interruption. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","5","3","4","3","1","4","2","4","63","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0891","financial-experience-agreed-amount-record-structured-input","Agreed amount record structured input","Payment preferences, records, disputes, and financial education","agreement","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For agreed amount record, Unstructured marketplace information creates omissions and inconsistent decisions.","As a teen, adult, I want agreed amount record structured input so I can get a trustworthy outcome without unsafe workarounds.","Captures the minimum relevant fields for agreed amount record with accessible validation and safe defaults.","It improves quality without collecting unrelated data. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","2","3","3","3","4","2","3","52","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0892","financial-experience-agreed-amount-record-server-guardrail","Agreed amount record server-enforced guardrail","Payment preferences, records, disputes, and financial education","agreement","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For agreed amount record, Client-only rules can be replayed, bypassed, or applied by the wrong role.","As a teen, adult, I want agreed amount record server-enforced guardrail so I can get a trustworthy outcome without unsafe workarounds.","Checks role, ownership, age, block state, account status, and lifecycle rules for agreed amount record on the server.","It makes marketplace authority trustworthy. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","high","5","4","4","2","1","5","4","2","68","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0893","financial-experience-agreed-amount-record-explainable-decision","Agreed amount record explainable decision support","Payment preferences, records, disputes, and financial education","agreement","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For agreed amount record, Opaque ranking or decisions make people distrust the marketplace.","As a teen, adult, I want agreed amount record explainable decision support so I can get a trustworthy outcome without unsafe workarounds.","Shows the authorized facts and reason behind agreed amount record while preserving human choice.","It supports informed decisions without hidden scoring. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","3","3","4","3","4","2","3","60","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
"MORT-F-0894","financial-experience-agreed-amount-record-participant-timeline","Agreed amount record participant timeline","Payment preferences, records, disputes, and financial education","agreement","teen, adult","guardian","MORT does not process payments, yet participants still need clear expectations, scam protection, and private records. For agreed amount record, Participants need to know what happened and what comes next.","As a teen, adult, I want agreed amount record participant timeline so I can get a trustworthy outcome without unsafe workarounds.","Records committed agreed amount record changes and exposes only the role-appropriate timeline.","It reduces repeated coordination and support requests. In MORT, that value is tied to a concrete, authorized local-work outcome.","Accurate preference and work records help users plan and resolve misunderstandings.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Report and block remain available; add routine moderation only when content risk exists.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","targeted","5","2","2","3","2","3","4","2","48","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 6 - advanced platform capability","[]"
